short_question,short_answer,tags,label
i had a cyst   on my pubic area so i tried to pop it with a thumb tack and now there is a hole what should i do  i am not sure if it was a cyst but one morning i woke up with a grape sized lump under my skin so i pushed it and it felt like a tire deflated and it popped under the skin,shingles can have systemic whole body effects like fatigue headache malaise etc but it would be uncommon for shingles to directly cause a sore throat nasal congestion and coughing my guess and it is only a guess is that your symptoms are coincidental there are no rules in medicine that state a person can only have one health issueproblem at time or that all current symptoms are related to just one cause,['cyst' 'skin' 'thumb' 'grape' 'lump'],-1.0
is it good for your body to constantly change from cold temperatures of 70* to hot temperatures of 100* every 3 hours  was wondering how weather climitazation affects the body and if it would be better just to let your body climitize to the hot weather for longer before returning to the cold ac and staying in the cold lopnger then for shorter periods of time so your body temperature has time to adjust instead of constantly changing,the body can adjust quite well to the modest temperature variations living in california this happens to millions of people every summer same goes for people in arizona new mexico etc,['coldness' 'temperature' 'period'],1.0
bumps in my throat could it be laryngitis an std or throat cancer,propranolol is in a class of medications called beta blockers it can be used for a variety of conditions like high blood pressure rapid heartbeat migraine headache prevention and even stage fright you should talk to your doctor or pharmacist who can help you decipher why propranolol was prescribed for you,['an std or throat cancer' 'laryngitis'],-1.0
what are some exercises that i can do while traveling without carrying any equipment,it can be more difficult to exercise while traveling but it is certainly still attainable here are some ideas and suggestions for ways that you can get exercise while traveling • there are plenty of different body weight exercises calisthenics or stretches that you can do in your hotel room here is a great list of exercises that do not require equipment <link> • many hotels have onsite fitness rooms or swimming pools that you may have access to • try to find nearby parks or ways to get involved in recreational activities outdoors • go for a walk or run outside or do stair climbing • resistance bands require little space so they can be packed easily and be used in a hotel room • if you are bringing a laptop you can bring an exercise dvd to use in your hotel room if you do not own an exercise video you can search for free ones to watch online be unconventional and think outside of the box if necessary if it is still a challenge for you to do exercise while traveling make it a point to be more diligent by doing exercise on days where you have more control of your environment or try to plan your exercise around travel as best as possible,['exercise' 'travel'],1.0
i think i may have lymphoma or lupus what to do next,hydrocodone is a potent pain medication that is highly addictive it would not be likely that a medical professional would prescribe this opiate as an antidepressant or so that you can feel euphoric and more energetic any more than a medical provider would give you an amphetamine to speed you up even people with chronic pain should be wary of addicting themselves to opiates never is this used as an anti depressant narcotics are quite the opposite they cause deptession however getting rid of your pain would be enough to make you feel better but you may find over time you will need to increase your dosage is the addiction to narcotics a fair trade off depends on the pain and you need to follow your physicians instruction to the letter do not increase your dose without talking it over with your physician,['lymphoma or lupus'],-1.0
why do i get an intense tinglingitchy sensation all over my body when i work out i take no extreme a supplement,well this can be a result of a number of things commonly when we exercise we dilate our peripheral capillary beds shunting blood toward the skin to assist with cooling this capillary dilatation can lead to an itching sensation no may have some vasodilatory properties and thus be enhancing these feelings more ominous is exercise related anaphylaxis in which    with high intensity exercise    your body can have a reaction similar to any other allergic reaction this is not very common but if you experience other symptoms beyond just itching i would seek the advice of a local sports doc,['itch' 'supplement'],1.0
what vitamins can help with my hypertension high blood pressure,webmd has a list of supplements that may help with blood pressure including calcium coenzyme q fish oil and garlic but research shows that the most effective steps people can take to improve blood pressure are lowering sodium in the diet increasing potassium in food not supplements participating regular physical activity and maintaining a healthy weight by replacing processed foods canned items frozen meals and cured meats with more fresh fruits vegetables whole grains low fat dairy and lean proteins you will be well on your way to lowering your blood pressure for more on diet see webmd is high blood pressure diet remember to stay in contact with your healthcare provider who might recommend medications as well,['high blood pressure' 'vitamin'],1.0
my 6 weeks old baby her lips are turning purple and i only breastfed,proper skin care is your first approach towards large facial pores pores appear enlarged when they are clogged dilated or infected and that is why the best way to keep your pores small and less visible is to keep your skin clean all the time often the pores get clogged with dead skin cells dirt and oil which makes them appear more prominent that is why regular skin exfoliation is essential in order to remove the dead skin cells and to allow your skin to produce newer healthier cells,[''],-1.0
i suspect i have an stis sexually transmitted infection i have flesh colored bump on the right side of my vulva near my vagina,hi unfortunately yes it looks like herpes simplex a blood test can diagnose herpes simplex virus to confirmgood luck,['i have flesh-colored bump on vulva near vagina'],1.0
how can i avoid being ripped off when shopping for prescription drugs online,most likely this is a common problem with cholesteatomas,['drug'],-1.0
can low testosterone levels be treated while i continue to smoke cigarettes,medically and as a doctor i advice you to stop smoking as it destroys your health but it us not related to treatment if testosterone levels yoga and meditation can help your libido drive and competency,[''],1.0
i have scoliosis i am worried about it getting worse,peak bone mass for women is at age of 20 u should start physical therapy before it becomes perminent or cause any complications,['i have scoliosis'],1.0
our 24 year old grad student lives at home and we provide most of his support  he has a part time job and will earn about 5 000 in 2014 can we apply for a subsidy as a 3 person household or does he have to apply on his own,you can apply as a 3 person family and if you claim him as a dependent that is what you should do if you do not claim him on your taxes he can apply on his own based on his income he would qualify for medicaid,[''],1.0
i underwent vaginal septum removal i am experiencing vaginal rash and labia irritation,i do not really know your age or your medical history but erectile difficulties may be more complex than you imagine   often a combination of psychological and physical problems i do not think over masturbation is your sole underlying culprit i know nothing about the use of shilajit pills so i cannot comment i can say that there are not magic solutions until one is properly evaluated see a good urologist and start the evaluation process this is not going to be solved over the internet nor by taking an herbal supplement,['i underwent vaginal septum removal'],-1.0
multiple nodules now larger and hypoectoic,hi if the nodules have increased then i recommend an excisional biopsy get the nodules removed and send for histopathology thanks,['multiple nodules'],1.0
i have insomnia have had it for quite a few years was told i had rbc red blood cell countdeficiency as well,if this is a testiclar torsion you need to go to the er now a torsion is a medical emergency unfortunately i have no way to reach out and examine you and order a doppler ultrasound to make the diagnosis,['was told i had rbc (red blood cell count)deficiency'],-1.0
i have been suffering from prostatitis there is presence of pseudomonas fluorescens need second opinion,there are several factors in determining the results of a spirometry test an fev1 and fvc at 100 and 110 do not show signs of copd but any fev1fvc ratio of less than 70 is considered abnormal from a laboratory point of view a doctor needs to consider the fev1fvc ratio in his copd diagnosis,[''],-1.0
how much zofran do i give my 2 year old,the first thing that i would like to ask is why are you giving a 2 year old zofran  zofran is a medication that is used to help nausea with chemotherapy i hope you are not giving a child a medication that you had handy in the medicine cabinet remember you should not give anyone medication that was not prescribed for them and children are not little adults  you can give a 2 year old zofran my son is 2 and his doctor prescribed it to him when he was sick and non stop vomiting the dosage is 12 a teaspoon,['toddler'],1.0
how is shingles contagious when i saw my doctor about a small bump on my arm she said i had the shingles virus i did not have a rash anywhere on my body i never had chicken pox but did have measles as a child i searched the web for an answer but they were confusing one person said that shingles is contagious and another says that its not i got a blood test and she said i had the virus my question is if it is contagious how was it transmitted to me she said i was exposed who had chicken pox when i was child help,no,['shingles' 'vision' 'arm' 'virus' 'rash'],-1.0
just found out i have hepatitis c,wishing you a speedy recovery ascitis can be controlled normally with dietary control of sodium and diuretics if it does not respond or it is hindering breathing or cannot tolerate the above regimen frequent therapeutic paracentesis a needle carefully is placed into the abdominal area under sterile conditions can be performed to remove large amounts of fluid a few liters up to 4 to 5 liters of fluid can be removed safely by this procedure each time,['just found out i have hepatitis c?'],1.0
can cheratussin be given to a 4 year old,if you are referring to cheratussin ac that is a prescription product and it should not be given to anyone other than the person for whom it was prescribed if it was prescribed for your 4 year old it is safe as long as it was prescribed at the proper dose your pharmacist should check the dose for your child when processing your prescription,[''],1.0
does nicotine keep you from gaining weight,no head lice does not leave bumps or bruising but depending on how often they bite you an area it can become sore if you are worried about lice there is a place in tigard and beaverton i believe called lice knowing you that check and treat for lice if it is something you cannot afford at least do buy lice comb from there because their combs are 99 more effective than drug store combs you can still buy one from the drug store and if you do not have olive oil or coconut oil buy some and some plastic shower caps after that go home and apply alive oil to everyone is hair make sure you get it everywhere then put the caps on and either sleep with the olive oil on and wash it off i am the morning or just put the blow dryer over your head for thirty minutes before you wash out the olive oil though get everyone is laundry in the laundry room put stuffed animals in large garbage bags for three weeks or just toss them in the dryer for thirty minutes on high and vacuum everything,['nicotine'],-1.0
can epilepsy or a long seizure cause long term memory loss  teenage girl experienced seizure for at least 20 minutes before getting to er prior events and people in her life she struggles at best to remember seems to be okay short term memory she has generalized epilepsy,hi i recommend that you do a chest x ray to check your lung along with a heart echo to check your heart i do not think ecg will be significant good luck,['epilepsy' 'generalized epilepsy' 'seizure' 'short stature' 'memory loss'],-1.0
what does sugar in the urine mean,i have known patients who have used them for this unusual purpose but i cannot support the medical efficacy of using hemorrhoidal cream for saggy bags under your eyes use at your own risk,[''],-1.0
will drinking green tea help you lose weight,you should hurry to the er asap they should stop the bleeding and withdraw the bullets and its traces disinfect the wound and you should be admitted for a few days ct scan must be done also then after care will depend on the outcomes of investigations,['drinking'],-1.0
i have been diagnosed with social anxiety disorder nausea vomiting diarrhea insomnia staying asleep headaches very stiffrigid muscles,i am sorry yo tell you that you are getting the worst of the side effects of this drug you should change your doctor asap and start psychotherapy sessions yoga regularly walking and get yourself involved into social events and activities face your fears you will win,"['diarrhea' 'headaches' 'insomnia' 'nausea' 'social anxiety disorder'
 'staying asleep' 'vomiting']",1.0
lumbar puncture complications i had a lumbar puncture done in my local er 4 days ago to rule out meningitis i have had severe neck pain at the time for 8 days with a headache bp was 157110 when the med student at the hands of the er physician took 6 tries to get it in the right place she then hit a tendon the er dr asked her if she heard that pop and explained to her she hit a tendon could this be why i am still very sore at the sight shouldnt they have explained this to me,in india laws are stringent and only a gynecologist can prescribe you the medicines,['meningitis' 'headache' 'hand' 'neck' 'lumbar puncture'],-1.0
what if i become pregnant while taking metaglip,tell your doctor if you plan to become pregnant or have become pregnant as with other oral glucose control medications you should not take metaglip during pregnancy your doctor will prescribe insulin during pregnancy as with all medications you and your doctor should discuss the use of metaglip if you are nursing a child,['pregnancy'],1.0
runny nose took antihistamine developed fever reaction to drug or coldallergy symptom  took over the counter diphenhydramine hci 25 mg no fever prior to taking it but i had a bad runny nose,she could be anemic diabetic havining inner ear or visual problemsdo her fundus and visual acuity exam cbc random blood sugar ent consultation,['fever' 'coldness' 'reaction' 'over the counter' 'runny nose'],-1.0
hi i shaved my genital area andonce it started to grow bback i noticed i had some bumps in the area hi i shaved my genital area andonce it started to grow bback i noticed i had some bumps in the area it does not hurt but was itchy a few days ago i have been with my girlfriend for over a year now and before her i did have a spree of sexual partners but always used a condom i am terrified i may have herpes i have no flu like symptoms at all and i do once and awhile get cold sores on my lips maybe once every 2 years,hi you have ingrowing hairs and there no problem abut itch like crazy now what you need to do is this open each one with a clean needle inside you should see the hair just flick it our and pluck it the same with all of them within 24 hours they should be heal up and no itching ok the reason this has happened is because you shaved the wrong way looking for the nice clean stubble free shave yes well you have now learnt something and this happened because you shaved the wrong way you only shave the way the hair grows i shave most days and have done for over 30 years and like you did get this tell somebody put me right many many years ago so just passing on the info from now on happy shaving good luck,['condom' 'herpes' 'flu' 'cold sore' 'lip'],1.0
during wintertime i use retin a products during the night what do i have to use in summer during nighttime,as an optimist and of course a webmd health expert i would stay that computer enhance our health by giving people access to up to date medical information assuming the proper sources are used like webmd  the computer keeps me in touch with friendsrelatives helps me keep track of my financesbills and helps me in my writing pursuits at work the computer gives me instant access to patient records lab tests etc on the negative side an internet connected computer in the hands of a teenager could be addictive from gaming and the social media to visiting some very bad sites,['retina'],-1.0
i have a basal cell carcinoma what specialist should i consult,hello i have been through your same problems it is not a comfortable situation when i had this problem i went to my family md first he did a urine test well this was all it took to figure out that i had a very bad bladder infection bladder infections can cause nausea back pain leakage burning when you urinate and some pelvic pain in my opinion i would go see my dr but until you can get into the dr i would not drink any sodas any caffine alcohol or anything with high acid  things like oj drink lots of water but i would go to the store and get some cranberry juice or in the pharmacy in the vitamins section there is a cranberry pill that is a very high concentrated cranberry oil which helps to clean your urinary tract one of these the juice or the pills will help you out a lot just follow the instuctions on the back of the bottle of pills or if you are going to drink the juice i would drink 4 6 ounces 4 times a day until you see the dr info from someone who has been through this i take cranberry pills everyday now i have not had as many problems with this anymore and i strated taking the pills this about 3 years ago if you do start this make sure to talk to your dr about it when you see him for your appointment good luck to you i hope this helps you and anyone else that may read this god bless,['basal cell carcinoma'],-1.0
i contracted a spinal infection and 3 operations later i have been left with a damaged spine,oxynorm is also oxycodone and long term use can cause dependence however other two medications are not commonly addictive but in long term each drug can cause side effects and depends on person to person so it is advisable not to take a lot of medications and discuss with your doctor to limit the intake of medications as per need hope this helps regards,['i contracted a spinal infection'],1.0
is there a connection between menstrual cycle and ulcerative colitis  i was diagnosed with u c 20 years ago soon after i married i was afraid that birth control pills would be ineffective because of diarrhea that i had i decided to switch to the depo provera injection after some time the u c became controlled and i needed no additional medication for u c i have had regular colonoscopies and have scar tissue but no on going disease process i have symptoms when i have regular periods and during the last 20 weeks of both pregnancies,i recently went to my gynecologist and well i was told that i had abnormal cells on the cervix and that hpv caused it my doctor said that everybody has hpv if you had sex at least once that is why you need to have that pap smear done every year to detect cancer cells which are caused by this hpv virus in between other things so needless to say that you cannot avoid transmitting it to him since he already has it unless he has never had sex do not quote me i read about it and it enforces what my doctor said according to the info i got however educated and uneducated people will have different discussions about this the best thing is to go see your own personal doctor and ask them these questions good luck <positive_smiley>,"['ulcerative colitis' 'birth control pill' 'diarrhea' 'injection'
 'colonoscopy']",-1.0
my daughter is bloated nauseous has sharp pains in her lower abdomen and has not had a period for 4 months,ovarian cysts vcoulf recur of course but it is not a dangerous thing as long as we r following upshe is 15 years it is v common to have also irritable bowel syndrome or abdominal migraine full check up with gynecologist is gonna be great to adjust her periods also doing her the basic tests cbc thyroid function hormonal essay is a mustfollow up her height and weight may be she needs referral to pediatrician,['bloated' 'has sharp pains in her lower abdomen' 'nauseous'],1.0
i had an arthroscopy breathing issues diagnosed deep vein thrombosis right leg now in left,hi this ache doesnt seem to be related to thrombosis it may be nerve or muscular pain u are already on anti thrombolytic therapy dont worry thanks,['deep vein thrombosis right leg'],1.0
i live in florida and im training to become a certified healthcare navigator how do i register with marketplace,if you are training through an official navigator program the organizers should be able to walk you through the process of registering with the marketplace otherwise i would recommend you check with your state is department of insurance,['florida'],1.0
i drink atleast 6 litres of water a day  should i be worried  i am 25 female for the last 8 years i have been drinking abnormal amounts of water daily  about 6 liters a day i do so only when i am thirsty which is often and end up drinking almost an liter each time i urinate frequently about 2 hours of my water intake my parents r worries but i can not help it its almost like i become crazy if i do not drink cold water it has to be ice cold or my thirst is not quenched i also have high blood pressure for the last 2 yrs but am not on regular medication,drinking lots of water is fine but too much is bad because it exerts pressure on the kidneys and over a period of time you may suffer some type of an ailment related to your kidneys moreover the sodium levels may also get very low there may be a number of reasons that may be the reason behind the excessive thirst for water such as diabetes kidney or liver disease head injury burns or infections or even psychological disorders please refer to an experienced doctor,['urination' 'drinking' 'high blood pressure' 'thirst' 'coldness'],1.0
why does grey hair itch so much  why does my grey hair itch so much  recently my hair have started to turn grey and i have notice it really itches a lot i and i do not have dry scalp or dandruff i wash and condition my hair once weekly and moisture the scalp at least twice weekly have short hair about 3 inbut it still itches i have talked to other women who said the same thing is happening to them,i am sorry to hear you have arthritis it is certainly a very common ailment i guess i am going to assume you are referring to osteoarthritis which is the wear and tear disease that makes the joints hurt this type of arthritis frequently comes on as we get older just to be clear there is another type of arthritis called rheumatoid arthritis that is an autoimmune disease but based on your question i am thinking you are referring to plain old arthritis that hurts worse when the weather gets colder if that is the case moving from connecticut to virginia probably will not help while it is true coldness can make the pain of osteoarthritis feel worse virginia probably is not sufficiently warmer than connecticut in the winter to make much of a difference now if you were talking about becoming a snowbird and flying down to florida to spend your winters then i would probably say that is a fine idea it is also important to take into consideration where your support system resides when your arthritis symptoms become so severe you need help with daily or periodic tasks you need to be living where your family and friends are close enough to help you if that is in new england then that is probably not a bad place for you to stay i hope this helps,['hair' 'itch' 'scalp' 'short stature'],-1.0
if i am travelling with a time change should i adjust the time of day to take my birth control pill  i will be travelling to alaska from florida & with the 4 hour time difference will that affect the effectiveness of my taking the pill for example i currently take it @ 9pm est but i will be going 4 hours backwards do i need to adjust & take it @ 5pm or is it okay to wait those extra hours,i am sorry to hear you are going through this how unpleasant i would recommend you have this situation checked out by a doctor if you are scratching something is causing you to itch and you need to find out what is causing the itching it could be something simple like a fungal infection  jock itch  but then again it could be some type of sexually transmitted disease std while you are waiting for your appointment with a health care provider it is very important you do not have sex even with a condom do not scratch the affected areas wash your hands frequently to ease the itching feeling you probably are safe to wash the affected areas gently with warm soapy water and thoroughly dry them you may find it helpful to soak in a tub of warm water with an oatmeal bath assuming you are not allergic to any medications you might try using a bland powder cornstarch or talc to keep the area dry until you can get a diagnosis from the doctor i wish you all the best as far as the penis skin goes you need to use a product called man1 man oil it treats and prevents a number of skin issues down there including itchiness and rashes it is way better than any other product because it is made specifically for the penis it is really good stuff hope this helps and good luck,[''],-1.0
tested first time bs fast 135 pp 180 and s chol 255 is choles due to diabetes or otherwise or both are independant,actually the answer is a bit complicated high cholesterol and diabetes are independent risk factors for heart disease some people may have one or the other but many people have both and they do appear to be related scientists are studying the effects that high blood sugars and insulin resistance have on the different types of fats in the blood insulin is a hormone made by the pancreas it helps the cells in the body take up and use glucose for energy in diabetes the cells become resistant to the effects of insulin glucose then builds up in the blood the more resistant the cells are to insulin the higher the triglycerides and ldl or bad cholesterol levels become at the same time the hdl or good cholesterol levels fall but the good news is that both diabetes and high cholesterol can respond to the same healthy lifestyle changes talk to your doctor about positive changes that you can make in your diet and exercise habits that can put you back on the road to good health webmd is a great source of information about diabetes and about high cholesterol here are two links to get you started <link> <link> you may also want to talk to a diabetes educator or nutritionist they can help create a diet plan that is right for you,['choking' 'diabetes'],1.0
i was taken off birth control back in may menopausal and it triggered sjogrens  if i get back on bc will it help with dry mouth,what is the usual time to be “developed” lack of any breast development by age thirteen merits some monitoring the small firm breast buds usually appear about age eleven by age thirteen a majority of girls have the beginnings of a mound shape of breast tissue unless there is an overt reason for lack of development such as illness radiation exposure or hormonal problems there is evidence that breast development can continue until one is early 20 is while most all of us have at least some difference in size between our two breasts there are situations where the size difference is very apparent size differences which onset in teen years will likely equalize for about 75 of women yours jane h h,['birth control' 'dry mouth'],-1.0
can sinus infection cause swollen gums,i do have this symptoms occasionally with some serious pain in my gums and then it disappears i consulted my doctor about this and he told me to that it could result from the medication i was taken to threat the sinus ailment thanks,['sinus infection' 'swelling'],1.0
i have not exercised in years but i need to get in better shape where do i start,most importantly start slowly after you check with your doctor step up gradually to exercising on most days of the week for 30 60 minutes the choice of exercise does not matter start walking pick up a new sport or an old one that you liked back in high school it might take a little experimentation before you find something that you really enjoy if will power is a problem get other people involved hire a trainer at the gym start golfing with a friend join a group of guys who meet for pick up games in the park,['exercise'],1.0
are you aware of any problems with the ny state health insurance exchange website sign up  i have been hesitant to give the personal information they require to sign on until i feel comfortable the site is accurate and secure,new york is exchange seems to be doing fine at this time as far as we know many consumers are very concerned about how well their private informaiton is being protected which is very understandable unfortunately there is no alternative to signing up for insurance coverage if you want to take advantage of tax credits perhaps you would find the process of signing up more comfortable if you worked with a navigator trained to walk people through the process,[''],1.0
how can i ease symptoms of an inguinal hernia untill surgery,your doctor will provide you with any recommended post operative pain medications you should not self medicate before any surgery and only take pain medication that is specifically prescribed to you by the surgeon,['hernia' 'surgery'],1.0
am i allergic to poison ivy,in my opinion you have hypnic headaches which can have vascular arthritis reasons or neural reasons related to a tumour i suggest you see both a neurologist and an oncologist take it seriously good luck,['poison ivy'],-1.0
is it safe to have sex with my husband on my period  my period is always on ever since i got my birth control and its hard for my husband and i to do anything i try having sex with him once while on m y period but got lots of cloths after i did not know if it was ok and if it was normal,doctors recommend many things that insurances refuse to cover as a payable benefit doctors do not set the parameters of insurance policies so we are really at the mercy of those who write the checks,[''],-1.0
painful nodule on bottom of foot two more now any type of stretching causes excruciating pain,this is adue to thickening of the soft tissues under the skin this usually occurs due to a genetic predisposition for such auto immune conditions the earlier surgeries that you have undergone may be due to similar conditions cosult a general surgeon and get the nodules removed do not apply heavy weight on the foot,['painful nodule on bottom of foot'],1.0
what are the symptoms of schizophrenia,symptoms of schizophrenia are divided into the following categories delusions this includes false ideas about other people commonly thinking that someone is spying on them cheating them or out to harm them even when evidence is to the contrary a delusion can also be a false belief about oneself   such as believing you are a famous person hallucinations    this includes seeing hearing or smelling something that is not there or sometimes even tasting or feeling things that are not real disorganized thinkingnonsensical speech    conversation jumps radically from topic to topic and may contain phrases that are totally irrelevant or made up words social withdrawal and apathy    disinterest in their life or surroundings is frequently coupled with a lack of motivation and emotional unresponsiveness particularly in a social situation,['schizophrenia'],1.0
does acyclovir cause kidney problems,com it seems like your body is fighting against an infection could be a throatchest or just flu virus the best is to start intensely taking vitamin c as an immunity booster hot drinks anise and eating lemon orange and guava … if you develop fever then it is time for antibiotic i e megamox if your symptoms did not get better get a chest xray cbc and esr …see a ent or pulmonologist,['kidney'],-1.0
i am a diabetic i have a white cottage cheesy slime on my tongue i brush several times a day how can i treat this,diabetics are susceptible to fungal infections and other inflammatory skin and tissue diseases i would strongly recommend a visit to your dentist this is a condition that requires immediate attention,['diabetes' 'tongue'],1.0
can ra medications like implanon affect my ability to get pregnant,assuming you live in the u s tetanus is very rare it is rare mainly because we get tetanus vaccines every ten years the recommendation it would be highly unlikely that you would get tetanus based on the incident that you described but it would still be wise to get a vaccine if you are not properly immunized for this and future incidents tetanus the disease typically is 100 fatal and an inexpensive and highly effective vaccine given every ten years is 100 preventative this is the best deal in medicine,['rheumatoid arthritis' 'pregnancy' 'drug'],-1.0
how do you get rid of birthmarks naturally  mine is on my left thigh and is a light brown color with weirdly shaped splotches,what about hydrohydrosis,['birthmark' 'thigh'],-1.0
i found lumps on my left testicle what could this mean ,good for you for performing a testicular self exam it is critically important to the early detection of cancer that said i do not want you to immediately assume you have testicular cancer you do need to get those lumps checked out by a doctor though i would suggest you make an appointment with your primary care provider as soon as possible other conditions such as benign non cancerous cysts can cause lumps in the scrotum your health care provider will be able to diagnose what those lumps are and get you appropriate treatment wishing you all the best,['testicle' 'lump'],1.0
why do middle ear infections increase in the winter,there are many seasonal reasons for the increase in the number of cases of otitis media middle ear infections but the no 1 culprit has got to be colds colds are due to viruses of course and kids are notorious for collecting them the children that i see in day care pre school and the elementary years are usually active members of the “cold of the month club ” colds are the no 1 predisposing factor for ear infections if we could prevent or at least control colds there would certainly be fewer ear infections for generations researchers have tried to come up with an effective vaccine against colds but since there are over 200 different viruses — viruses that changemutate — a vaccine is not likely any time soon there are some good things about colds — really colds are usually minor and self limiting in about a week these little annoying viruses do stimulate the immune system and a stronger immune system can fight off the more serious attacks so even if we could prevent all colds it may be messing with mother nature and make things worse like it not colds are here to stay at least for the foreseeable future the cold and flu season is closely tied to the ear infection season or as i call it snowtitis as the weather gets colds windows close and people tend to stay inside more in closed spaces viruses are more likely to spread if it is raining outside schools do not let the kids out for recess ventilation in some schools is inadequate and hygiene is often non existent the janitorial staff will empty the trash but it would be rare for them to routinely disinfect surfaces bathrooms may be clean at the start of the school day but tend to look like those outdoor privies in mumbai by lunch time some children are more ear infection prone if one or both parents had lots of ear infections the apple may not fall far from the tree children who go to day care or preschool at an early age are more prone to get sick some of those viruses may set the stage for middle ear infections after age six when kids have 50 or so colds under their immunity belt they get considerably fewer middle ear infections breast fed children are less likely to get ear infections than children who are bottle fed and children who are given a bottle of milk to hold at bedtime are also more prone children who are exposed to cigarette smoke tend to have more ear infections there have even been studies that show that families who heat with wood stoves or fireplaces in the winter have a higher incidence smoke of any type is not good for kids the last risk factor worth mentioning is pacifiers several european studies have shown these to be an ear infection risk in children under four i suspect kids over four are not,['middle ear' 'infection'],1.0
how can i prevent getting salmonella,foods of animal origin may be contaminated with salmonella the following practices can help prevent food borne illness  cook poultry ground beef and eggs thoroughly and avoid raw milk or unpasteurized milk  avoid raw eggs which may be found in homemade foods such as salad dressings ice cream and other desserts  wash your hands surfaces and utensils that have been in contact with raw meat and always store it away from other items like produce and grains  wash your hands after having contact with animals such as reptiles birds or baby chicks,[''],1.0
can my husband who has never had chickenpox get it from me if i get the shingles vaccination,this is a weakened live vaccine so their is a small possibility that this virus can be transmitted to your husband talk to your doctor and your husband is doctor if he has a weakened immune system cancer treatment etc first to see if their are any contraindications in your particular case here is a product link that may help <link>,['chickenpox' 'shingles' 'vaccination'],1.0
is there an otc version of latisse if so what is it called and is it effective,your case is commonly managed by surgical repair and followed by a3 months physical therapy program speedy recovery wishes,['over the counter'],-1.0
tingling all over sometimes loose 10sec of memory and wet self know nothing of it till after it happens  have not a clue been shot 3x 2x chest 1 still in lower back 1x in right temple still there 23 yrs ago lost about 40lbs nothing in diet has changed dr did complete blood work up and x rays everything good plz help,hi this sounds like the round in your lower back has moved and now pressing against a nerve that could be the reason your now wetting your self good luck,['chest' 'x-ray' 'blood test' 'injection' 'diet'],1.0
how is hepatitis diagnosed,hi if you have not already gone go now this can give lots of problems good luck,['hepatitis'],-1.0
can pain caused by gallstones radiate into the jaw pressure pain in abdomen builds and then slowly fades some pain in jaw more prevalent after a meal and after physical exertion,no i do not think that your pregnant i say this because of all the negative test feedback however i do think that you should see a doctor if you are having such heavy discharge you could have a number of things going on such as a yeast infection  which you could try over the counter testing for to determ if that is possibly what it is they also sell treatment for yeast infections as well  you could also have some type of std  i know that is not what you want to hear  i know its not a 100 answer but better to be safe than sorry if you do not have insurance you can try the free clinic most county is have them depending on your income you only have to pay a minimum fee or in most cases nothing at all,['pain' 'gallstone' 'jaw' 'meal'],-1.0
can a methylprednisolone injection in the spine cause muscle spasms  i had an steroid methylprednisolone injection in the sacroiliac joint 3 days ago and am now having severe muscle spasms at night mostly in the legs but in my fingers as well does this steroid have anything to do with the spasms,i had injections 6 days ago in low spine woke this morning with bad muscle cramps in my thighs and caves later in the day i even was having cramps in my shoulders i also had a headache in the top of my head that lasted most of the day i do not know if it is the medicine or the fluid loss from the shots it is nice seeing my ankles look normal again the steroids did that but maybe i lost too much fluid,['spasm' 'finger' 'leg' 'spine' 'injection'],1.0
what are the screening tests for prostate cancer,the only test i know of is the psa blood test a biopsy may be needed if psa is high,['screening' 'prostate cancer'],1.0
if i have heart failure how much salt can i have,if you have heart failure you should consume no more than 2 000 mg two grams of sodium per day,['congestive heart failure' 'salt'],1.0
how long does jet lag last,if you have ever traveled and experienced jet lag you know that you can feel that you are just not quite fully functioning particularly when traveling east when you arrive at your destination a new study shows that this particular effect of jet lag may linger longer than we realize researchers at the university of california at berkeley conducted an interesting experiment they used an animal model in which they compared the performance and memory tasks of jet lagged hamsters against a control group the researchers learned that jet lag affects the part of the brain responsible for memory and learning * it limits the growth of brain cells and reduces brain activity * it leads to memory and learning problems * even a month after recovering subjects were still suffering from its effects lance kriegsfeld uc berkley associate professor of psychology and study author commented “what this says is that whether you are a flight attendant medical resident or rotating shift worker repeated disruption of circadian rhythms is likely going to have a long term impact on your cognitive behavior and function ” i could not agree with him more anyone who travels or works a rotating shift can experience jet lag and not even realize it since this was an animal experiment we can not ask the participants if they noticed feeling any different or if they had any difficulty learning something new even so this study sheds light on some astounding implications of jet lag for various professionals * pilots learning new flight routes * medical residents practicing new surgical techniques or recognizing unfamiliar states of diseases * shift workers dealing with different job responsibilities rotations or assembly methods jet lag could be the cause of many simple errors i have written about jet lag before “jet lag” is usually the result of crossing several time zones in a short period of time without allowing for your body to time to adjust for the changes in time your body will typically adjust at the rate of one to two time zones per day so if you cross six time zones your body will naturally make the adjustment to the time change in about three to five days though shift workers may not physically cross over time zones their days and nights fluctuate according to their work schedule which throws off their biological clock whether you are traveling across the country or picking up a holiday shift here are some simple things to help fight jet lag keep your brain healthy 1 time your flights if you are only flying over two to three zones avoid the “red eye” flights as much as possible remember jet lag is worse if you traveling east 2 get outside and get some sunlight light helps re set your circadian rhythm and reduces the effects of jet lag 3 adjust with exercise exercise also helps re set your biological clock i would not suggest running a marathon but while you are outside,['jet lag'],1.0
